id,source,title,body,published_at,created_at,importance,reason_json,rank_score,tickers,label
146,중앙일보,"포스코 철강 가격 상승으로 수익성 개선, 영업이익률 10%","포스코 철강 가격 상승으로 수익성 개선, 영업이익률 10%. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. ",2025-08-12 08:36:26.221296,2025-08-12 08:41:26.221296,0.7327419026091624,"{""source_weight"": 0.9, ""tickers_hit"": 1, ""keywords_hit"": 4, ""freshness"": 26.000004682777778}",0.6328717771138161,005490,1
716,중앙일보,"SK하이닉스 메모리 시장 점유율 확대, 주가 47% 상승","SK하이닉스 메모리 시장 점유율 확대, 주가 47% 상승. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. ",2025-08-11 22:36:26.221296,2025-08-11 22:41:26.221296,0.7268763395021544,"{""source_weight"": 0.9, ""tickers_hit"": 1, ""keywords_hit"": 4, ""freshness"": 36.000031201666665}",0.6239766897149597,000660,1
943,이투데이,"삼성전자, 3분기 실적 발표... 영업이익 전년 대비 42% 증가","삼성전자, 3분기 실적 발표... 영업이익 전년 대비 42% 증가. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. ",2025-08-11 20:36:26.221296,2025-08-11 20:41:26.221296,0.7262941904295426,"{""source_weight"": 0.8, ""tickers_hit"": 1, ""keywords_hit"": 4, ""freshness"": 38.00003816861111}",0.43333386606219126,005930,1
348,파이낸셜뉴스,"포스코 철강 가격 상승으로 수익성 개선, 영업이익률 48%","포스코 철강 가격 상승으로 수익성 개선, 영업이익률 48%. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. ",2025-08-12 11:36:26.221296,2025-08-12 11:41:26.221296,0.7228351330028112,"{""source_weight"": 0.85, ""tickers_hit"": 1, ""keywords_hit"": 4, ""freshness"": 23.00001156611111}",0.6401345001503139,005490,1
694,파이낸셜뉴스,"SK하이닉스 메모리 시장 점유율 확대, 주가 28% 상승","SK하이닉스 메모리 시장 점유율 확대, 주가 28% 상승. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. ",2025-08-13 07:36:26.221296,2025-08-13 07:41:26.221296,0.722068816070503,"{""source_weight"": 0.85, ""tickers_hit"": 1, ""keywords_hit"": 4, ""freshness"": 3.0000302341666667}",0.6795936505524234,000660,1
393,한국경제,"네이버 AI 기술 투자 확대, 클라우드 매출 37% 성장","네이버 AI 기술 투자 확대, 클라우드 매출 37% 성장. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. ",2025-08-10 23:36:26.221296,2025-08-10 23:41:26.221296,0.7128757213770323,"{""source_weight"": 0.95, ""tickers_hit"": 1, ""keywords_hit"": 4, ""freshness"": 59.00001373361111}",0.793430591720889,035420,1
998,조선일보,"삼성전자, 3분기 실적 발표... 영업이익 전년 대비 43% 증가","삼성전자, 3분기 실적 발표... 영업이익 전년 대비 43% 증가. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. ",2025-08-09 12:36:26.221296,2025-08-09 12:41:26.221296,0.7125096851756919,"{""source_weight"": 0.9, ""tickers_hit"": 1, ""keywords_hit"": 4, ""freshness"": 94.00003984972221}",0.7060193381585849,005930,1
508,중앙일보,"SK하이닉스 메모리 시장 점유율 확대, 주가 22% 상승","SK하이닉스 메모리 시장 점유율 확대, 주가 22% 상승. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. ",2025-08-13 08:36:26.221296,2025-08-13 08:41:26.221296,0.7119434290041585,"{""source_weight"": 0.9, ""tickers_hit"": 1, ""keywords_hit"": 4, ""freshness"": 2.0000184986111114}",0.565013621410103,000660,1
297,연합뉴스,"네이버 AI 기술 투자 확대, 클라우드 매출 32% 성장","네이버 AI 기술 투자 확대, 클라우드 매출 32% 성장. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. ",2025-08-10 03:36:26.221296,2025-08-10 03:41:26.221296,0.7082483388504359,"{""source_weight"": 0.95, ""tickers_hit"": 1, ""keywords_hit"": 4, ""freshness"": 79.00000927916666}",0.6087346278852489,035420,1
979,중앙일보,"포스코 철강 가격 상승으로 수익성 개선, 영업이익률 46%","포스코 철강 가격 상승으로 수익성 개선, 영업이익률 46%. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. 관련 상세 내용입니다. ",2025-08-02 14:36:26.221296,2025-08-02 14:41:26.221296,0.7080771190442438,"{""source_weight"": 0.9, ""tickers_hit"": 1, ""keywords_hit"": 4, ""freshness"": 260.0000392763889}",0.6982722312851017,005490,1
